Text,legitimizer,confidence
"ABIDJAN (Reuters) - Four Moldovan nationals were killed and two others were injured when a propeller-engine cargo plane crashed into the sea near the international airport in Ivory Coast s main city Abidjan on Saturday, the Ivorian security minister said. Four French citizens also survived the crash but were injured, Sidiki Diakite told reporters at the scene of the accident. Several Ivorian security sources said they were French soldiers.  ",Real,0.999999999985373
"If there s one thing you never do in life, it s piss off a New Yorker. If there s one thing you really never do in life, it s make fun of New York City on national television telling a city of millions, a city where liberty literally stands, that it has bad values.Well, Republican presidential candidate Senator Ted Cruz has now done both of those things, and needless to say, the city is pretty damn pissed. During the recent GOP debate, Cruz, tried to insult Trump by bashing  New York values.  He said: Donald comes from New York and he embodies New York values Everybody understands that the values in New York City are socially liberal and pro-abortion and pro-gay marriage. And focus on money and the media. Donald Trump then turned to Cruz and promptly ripped the a**hole to shreds for such a blatantly horrific remark.Trump wasn t they only one upset, here is the latest New York Daily News cover: Stop the presses! A new Page 1  DROP DEAD, TED: https://t.co/68hKgqmjBx pic.twitter.com/veDsxLYDTN  New York Daily News (@NYDailyNews) January 15, 2016The NY Daily News, alongside the Statue of Liberty offering the candidate the universal symbol for  f*ck off,  has instructed the Canadian-born Cruz to go back to Canada.Cruz, in his lame attempt to appeal to rural folks who are scared of the big, bad city, because people other than just folks who think like them live there, has now stepped in a monumental pile of sh*t made of his own word vomit.If Cruz needs a reminder of  New York values  let s give one to him.New York values embody a city that never sleeps, one that is always there, always vibrant, and always willing to take on the world, literally, it s where the UN is and where the Statue of Liberty stands. The statue that embraces all. A statue that is the very embodiment of the United States of America.New York is a city that has some of the most prestigious colleges, the best theater and art, and is home to millions of people who come from every corner of the earth.New York is a city, that when attacked in the worst domestic terror attack in the history of the nation, stood together, stood strong, never gave up on one another, and citizens literally gave their lives to save one another.THOSE are New York values, and for Cruz to trash New York City, he s showing himself as the un-American, horrible person that he truly is. Way to let your smarmy true colors shine, Ted.Featured image: Twitter",Fake,0.04003386118043787
"Dr. Carson points out the false narrative of the left s argument, that harvesting baby parts is okay, because we need the fetal tissue for  ground breaking  research.  There s nothing that can t be done without fetal tissue. ",Fake,0.001606221992181446
"It turns out that Donald Trump was abusing his power when he accused Qatar of supporting terrorism and allowed sanctions against them.Jared Kushner did not gain his position by getting confirmed by the Senate. He got his cushy White House job because he is married to Trump s daughter Ivanka.And he has been using his position in an effort to do business, and is using Trump s power as president to retaliate against those who refuse to do business with him.Just before Trump went on a tirade against Qatar, Kushner tried to get a loan from one of the richest men in the small country, Sheikh Hamad bin Jassim al-Thani.Kushner asked for a $500 million loan from al-Thani because he needs to come up with $1.3 billion in the next two years before the interest-only mortgage is due on his family s 666 Fifth Avenue building in Manhattan. The only stipulation to getting the loan was that Kushner had to come up with some co-funding for the project. Of course, Kushner failed to live up to his end of the deal, so al-Thani wisely walked away rather than risk that much money on someone who makes promises he can t keep.And because al-Thani rejected Kushner s request, Donald Trump retaliated against Qatar by accusing the Gulf nation of being too close to Iran and gave Saudi Arabia the green light to cut diplomatic ties with Qatar and block transports there. Saudi Arabia is home to some Trump businesses, and Trump has been sucking up to the Saudi government, so of course, Saudi Arabia would gladly help Trump punish Qatar for refusing to give his family money.During my recent trip to the Middle East I stated that there can no longer be funding of Radical Ideology. Leaders pointed to Qatar   look!  Donald J. Trump (@realDonaldTrump) June 6, 2017Trump would repeat his claims against Qatar at the White House Rose Garden.It turns out that Russian hackers were responsible for making up statements by Qatari officials to make it look like they support Iran. But Trump refuses to stop punishing Qatar just because they refused to give money to Jared Kushner.This is what abuse of power looks like. Trump and Kushner are using the White House to punish nations who refuse to do business with them. That is grounds for impeachment right there. This is exactly why Trump should have been forced to cut all ties with his businesses, and why anyone who works in the White House should do the same to avoid these kinds of conflicts of interest.Clearly, Trump and his family are using the presidency as a way to enrich themselves.Featured Image: Chip Somodevilla/Getty Images",Fake,0.020636348984486005
"Legal Expert Jonathan Turley listened as Joe Scarborough laid out a lengthy timeline to make a case of obstruction on President Trump. His response is awesome and very precise in its reasons for not recommending obstruction charges. Turley is a Democrat but is a very fair legal expert who rules according to the law how refreshing! While the left freaks out about nothing, the people like Turley who are REALLY qualified to judge this are saying it s a nothingburger. We don t even have evidence of wrongdoing but talk of impeachment is all over the place.Please sit back, relax and listen to the voice of reason Professor Jonathan Turley: There was  ample reason  to fire Sally Yates when, as acting Attorney General, she instructed the Department of Justice not to enforce President Trump s executive order on immigration.  Obstruction of justice requires that you act to obstruct or interfere usually with a judicial or congressional proceeding, neither of which was pending at this time.   You also tend to show it was done for a corrupt, or corruptly, to use the statutory term. This doesn t meet the usual definition of that. ",Fake,0.002142184971578488
"WASHINGTON (Reuters) - U.S. President Donald Trump will not agree to a Democratic demand that subsidies for Obamacare be included in a must-pass spending bill in Congress, White House budget director Mick Mulvaney said on Tuesday. Asked in an interview on CNN if Trump would back putting the Obamacare payments in the legislation to the keep the government open past Friday, Mulvaney said: “No.” He said the White House had offered to include the Obamacare subsidies if Democrats agreed to funding for a wall on the border with Mexico.   “We made it very clear early on that yeah, OK if you want to talk about those payments to the insurance companies, we’ll trade you a dollar for dollar on bricks and mortar for the wall, but they said no to that and we agreed to put that off for another day ...,” he said. ",Real,0.9999999241406363
"Trump supporters just got screwed over in a YUUUGE way.Throughout his campaign, Donald Trump repeatedly promised his supporters that he would force Mexico to pay for an expensive wall along the southern border.The wall will cost an estimated $25 billion. And guess what? America is going to be paying for the entire thing.According to CNN, Trump and his team are planning to crawl to the Republican-controlled Congress to ask them to pay for it with money from taxpayers.President-elect Donald Trump s transition team has signaled to congressional Republican leaders that the President-elect s preference is to fund the border wall through the appropriations process as soon as April, according to House Republican officials. The Trump team argues it will have the authority through a Bush-era 2006 law to build the wall, lawmakers say, but it lacks the money to do so. Transition officials have told House GOP leaders in private meetings they d like to pay for the wall in the funding bill, a senior House GOP source said. We want President Trump to have all the tools he needs to build the wall,  Louisiana GOP Rep. Steve Scalise said.  We re in talks with him on the details of it as they re still putting together their team. We still got a few months before there s another funding bill that s going to move. We re going to work with him to make sure we can get it done. We want to build a wall. He wants to build a wall. In other words, Trump lied to his supporters when he said Mexico would be funding the wall, something he insisted upon because the American people would never have accepted having to pay for such an expensive venture themselves.After all, it s a waste of government funds that could be used to help pay for healthcare or other things America needs more than a wall that won t keep immigrants out.And this isn t the first time Trump slipped up on this issue.Last year, Trump made remarks about his immigration plan in which he said that America would pay for the construction of the wall before quickly adding that Mexico will be reimbursing America for the cost. The End Illegal Immigration act fully funds the construction of a wall on our southern border,  Trump said.  Don t worry about it. Remember I said that Mexico is paying for the wall. With the full understanding that the country of Mexico will be reimbursing the United States for the full cost of such a wall, okay? So, Donald Trump is actually making the American people pay for his costly wall. The rhetoric about making Mexico pay for it was just a lie designed to fool his supporters. They got duped because it will be their own tax dollars paying for it. And Republicans are going to just give him the money when he asks for it.Featured Image: Zach Gibson/Getty Images",Fake,0.0019251540538459972
WASHINGTON (Reuters) - Republican U.S. Senators Lindsey Graham and Bill Cassidy said on Thursday they were working with Republican Senator Ron Johnson and members of the House of Representatives to add more “flexibility provisions” to a proposed bipartisan bill to stabilize the healthcare insurance market in the short term. They said in a statement these provisions were needed to win support in the House for the stabilization measure introduced by Republican Senator Lamar Alexander and Democratic Senator Patty Murray to shore up the insurance markets created under the 2010 healthcare law by reviving subsidies for two years to help lower-income Americans obtain medical coverage. President Donald Trump said last week that he was discontinuing the subsidies. [nL2N1MU1CS]  ,Real,0.9999999965101016
"HARARE (Reuters) - Zimbabwe s Higher Education Minister Jonathan Moyo, one of a number of officials purged from the ruling ZANU-PF party along with President Robert Mugabe, said on Monday he and at least 50 other senior party officials were  outside of the country.  Moyo made the comments on his Twitter handle, but the tweet was subsequently deleted. Moyo is one of many ZANU-PF members targeted by the ruling party in the wake of a military coup.  ",Real,0.9999999991707476
 ,Fake,0.0022942368381461695
"What can we expect in 2017? Inflated markets, insider trading and runaway monetary policy   still trending Gerald Celente, head of Trends Research Institute, weighs-in on what you can expect going forward in the new year. Watch:  ",Fake,0.014810347344766663
"WASHINGTON (Reuters) - Funding to battle the Zika virus failed to advance in the U.S. Senate on Tuesday, as Democrats blocked a Republican proposal that they said would short-change the challenge posed by the mosquito-borne virus as well as other health priorities. The proposal to provide $1.1 billion in funding, which has already passed the Republican-controlled House of Representatives, got 52 votes, well short of the 60 votes needed in the Senate to clear a procedural hurdle. It was unclear when Congress would revisit the issue.   ",Real,0.9999999993194819
"Just think how Trump s polling numbers would look if the media wasn t beating the anti-Trump drum 24/7 and if Hillary was forced to talk to reporters about the rash of new evidence uncovered by conservative media over the past two weeks Ipsos is a top-ranked polling firm   and it is producing a series of state polls showing Donald Trump doing dramatically better than the polls by other trusted polling firms. Those Ipsos state polls show Trump clinching leads in New Hampshire, Wisconsin, Michigan, and Maine.That s really big because President Barack Obama won all those states in 2012. Obama won Wisconsin by 6.7 points, Michigan by 9.5 points, Maine by 15.1 points, and New Hampshire by 5.8 points.The firm s accumulation of state polls, however, still leaves Clinton far ahead of Trump in total electoral votes.The likely difference between Ipsos   which conducts polling for the Reuters news service   and the many other polling firms is their turnout prediction for November. Winning the White House depends as much on who comes out to vote as which candidate Americans prefer. Each week, we poll more than 15,000 people, then factor in likely turnout among key demographics to see how voting would play out in the Electoral College,  according to Ipsos. Currently, Reuters/Ipsos estimates overall turnout at around 60%, although that rate varies among different demographic groups. Minority turnout, for example, is expected to be about 43%, while about 59% of African-American women and 69% of White men are projected to cast ballots,  according to a site run by Reuters and Ipsos.  Breitbart ",Fake,0.42794768328791666
"WASHINGTON (Reuters) - U.S. Senate Majority Leader Mitch McConnell on Tuesday said the U.S. debate on healthcare would continue, but said nothing about whether he would bring an Obamacare repeal bill to a vote. Opening the Senate, McConnell praised the bill sponsored by Republican Senators Lindsey Graham and Bill Cassidy, saying it contrasted sharply with Democratic proposals for “single-payer” healthcare. “It’s an important debate for our country. It’s one that will certainly continue,” McConnell, a Republican, said.   Three Republican senators have said they will vote against Graham-Cassidy. But Republicans can lose no more than two votes on the measure, leaving the bill with no clear path to advancing in the Senate.   ",Real,0.9999999918864043
"Ironically, the two issues that catapulted Trump past all of his competitors in the GOP Presidential race were building the wall on our southern border and not allowing unveiled refugees to enter our country. We re gonna go out on a limb and guess that based on Trump s popularity with a wide variety of Americans, both issues are pretty important when it comes to our national security.Hillary Clinton will launch an attack on Donald Trump s national security policy Thursday, focusing on an issue the likely Democratic presidential nominee could use to her advantage over the billionaire New Yorker.The address in San Diego will  make clear the threat that Donald Trump would pose to our national security and to put forth her own vision for keeping America safe at home and leading in the world,  Clinton s campaign said in a statement Wednesday afternoon.For Clinton, the move is part of an effort to paint Trump as fundamentally unsuited to lead the world s most powerful military as she hopes to pivot away from the extended Democratic primary and toward a general election match-up with the presumptive GOP nominee.The attacks on Trump s lack of national security bona fides have increased speculation that he might pick a running mate with more experience in the defense or foreign policy, such as Senate Foreign Relations Committee Chairman Bob Corker (R-Tenn.). Throughout this campaign, Trump has refused to outline any coherent foreign policy doctrine, failed to demonstrate a basic understanding of world affairs, and repeatedly proven he s temperamentally unfit to serve as our commander in chief,  Clinton s campaign said on Wednesday.Despite his apparent weaknesses, however, Trump benefitted the most when the GOP primary contest took on a national security focus following deadly terror attacks in Paris and San Bernardino last year. Notwithstanding their radical nature, Trump s proposals to build a wall along the U.S.-Mexico border and temporarily ban foreign Muslims from entering the country have attracted a fair amount of support from fellow Republicans.",Fake,0.0018034843799925948
"THIS IS MADDENING! We have a president and congress who do nothing but promote illegal entry into America TREASON! The Obama Administration has been releasing thousands of criminal illegal aliens onto our streets. In just the last three years, ICE released 86,288 criminal aliens.    Senator Jeff SessionsSenator Jeff Sessions questioning Thomas Homan, the Executive Associate Director, Enforcement And Removal Operations of U.S. Immigration and Customs Enforcement, U.S. Department of Homeland Security. Homan admits they find illegal aliens but cannot deport them because of President Obama, whose policies protect whole classes of illegal aliens.SESSIONS DELIVERS OPENING STATEMENT ON DECLINING DEPORTATIONS AND INCREASING CRIMINAL ALIEN RELEASES WASHINGTON U.S. Sen. Jeff Sessions (R-AL), Chairman of the Subcommittee on Immigration and The National Interest, delivered the following statement on the Administration s actions that have resulted in a dramatic decrease in the number of aliens removed from the United States over recent years, and thousands of otherwise removable aliens being released from custody: Thank you to everyone for being here today, and thank you to Senator Blumenthal for serving as ranking member.First I d like to extend my condolences to the Director of ICE, Sarah Salda a, and her family on their recent, tragic loss. Our thoughts and prayers go out to them during this difficult time.Throughout its tenure, the Obama Administration has made numerous public statements, issued multiple memoranda, and represented in testimony before Congress that it has limited resources and therefore can remove only a certain number and category of illegal aliens. Specifically, the Administration repeatedly claimed that U.S. Immigration and Customs Enforcement had the resources to deport only approximately 400,000 illegal aliens from the United States each year.So, their reasoning went, they were compelled to focus on criminal illegal aliens and other aliens who pose threats to the country s security. Because of this focus, the President argued he had no choice but to grant executive amnesty to millions of illegal aliens   which would allow them to stay in the country and obtain work permits and other federal benefits.Yet, as we will examine in today s hearing, rather than truly prioritizing the removal of certain types of illegal aliens over others, the Obama Administration has simply refused to execute the laws passed by Congress and signed into law.It has ordered immigration law enforcement officers to ignore plain law and acquiesce to the presence of millions of illegal aliens in the United States, including criminals and those who have already been ordered deported to leave the country.If the Obama Administration was truly prioritizing the removal of certain illegal aliens over others, it would be reasonable to assume that with the same or more resources, the number of deportations would remain relatively steady each year.However, the simple fact is that since these policies were implemented, deportations have plummeted  particularly deportations from the interior of the country as opposed to the border   and most sharply under guidelines issued by Secretary of Homeland Security Jeh Johnson in November 2014.As this dramatic decline has occurred, Congress has increased funding each year for the purpose of immigration enforcement.This is not prioritization and this is not prosecutorial discretion. This is a total refusal to carry out the laws passed by Congress that the Constitution obliges the President to faithfully execute.Meanwhile, the Obama Administration has been releasing thousands of criminal illegal aliens onto our streets. In just the last three years, ICE released 86,288 criminal aliens.At the same time, the Administration touts the decrease in the number of apprehensions at the border as a sign of border security. But as we will hear in testimony today, we simply do not apprehend every illegal alien who crosses the southern border. Not even close. Moreover, we are seeing near-record levels of certain categories of aliens   unaccompanied alien minors and family units   who face no chance of actually being deported under this Administration. This simply sends a message that anybody, anywhere in the world, if they can get into the United States across our southern border, for example, they will be allowed to stay in the country. Other than Mexico, they re allowed to stay in the country. And that is why so many are coming. It s not the law that s on the books, but the policies that are being carried out at our border. This is not how the immigration system was intended to work, it s not how the immigration system must work, this is a lawless policy and it has to be ended.So today s hearing will focus on a central claim the Obama Administration makes to excuse its lawless immigration policies   namely that limited resources compelled the implementation of its lawless immigration policies. We will also assess the impact of this lawlessness on the integrity, the very moral foundation of our immigration system. If it s not properly executed and carried out, it has no integrity and it lacks morality.This Administration for too long has been trying to hide from the American people the true nature of what it has been doing. Today, we will set the record straight. Efficiency, effectiveness, and productivity are essential in this government. The taxpayers don t spend money for ICE and the border patrol to have supervisors somehow keep the officers from doing their duty. Accountability is critical. Congress has a duty to ensure accountability of the agencies it supervises, and that is what we will do today. ",Fake,0.00182188619783035
"Karl Rove is suggesting Hillary suffered brain damage following her blood clot.On Sunday, Hillary Clinton s campaign manager would not commit to releasing her health records during the 2016 campaign.Face the Nation host John Dickerson pointed out that  Hillary Clinton had a big health scare when she was secretary of state  and asked campaign manager Robby Mook,  will she release her medial records as part of this campaign? I will let Hillary decide that,  Mook answered.  But I can tell you she has been hitting the campaign trail hard. In 2012, Clinton had to delay her Benghazi testimony to Congress after she fell and suffered a concussion. She later was treated for a blood clot in her brain, which experts said could have been  life threatening.  Though Clinton joked about her  cracked head  in emails that the State Department recently released, Bill Clinton revealed last year that Hillary s injuries  required six months of very serious work to get over. On the stump this weekend, Clinton tried to deflect concerns about her age by saying that she would be the  youngest woman president  if elected to the White House.Via:Breitbart News",Fake,0.0019197082621567954
" It s easy to blame the  White man that way, you don t have to be accountable for your actions I lived in Oakland [CA] all my life, and the people that robbed my mama at gun-point, when she was just a hard-working immigrant trying to get ahead honestly, it wasn t  White, right-wing extremists,  it was black and brown people. Why don t you cheat on your wife and blame her for it? My hardworking mom was not robbed by ""White Right wingers.""My dead friends were not shot by ""White Right wingers"" pic.twitter.com/RqyeWnShpu  Oak-Town Unfiltered  (@hrtablaze) August 30, 2016",Fake,0.005933711708464882
"DANANG, Vietnam (Reuters) - Russian President Vladimir Putin said on Saturday he had a normal dialogue with U.S. leader Donald Trump at a summit in Vietnam, and described Trump as civil, well-educated, and comfortable to deal with. Putin said that a mooted bilateral sit-down meeting with Trump did not happen at the Asia-Pacific Economic Cooperation summit, citing scheduling issues on both sides and unspecified protocol issues. Putin, at a briefing for reporters at the end of the summit, said there was still a need for further U.S.-Russia contacts, both at the level of heads of state and their officials, to discuss issues including security and economic development.   ",Real,0.999999999828822
